a_type,day_of_week,time_of_day,a_parameter,fps,bitrate,total_frame_number,name,time_consumption,target
illegal_parking0,0,15,1,12,500,41823,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_15-00-00.mp4,2206.8316209316254,3367
people_counting,0,15,1,24,500,83646,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_15-00-00.mp4,4352.762944698334,115231
illegal_parking0,0,16,1,12,500,41430,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_16-00-01.mp4,2162.786246776581,700
illegal_parking0,0,17,1,12,500,38995,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_17-00-01.mp4,2026.363572359085,1004
people_counting,0,16,1,24,500,82855,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_16-00-01.mp4,4278.646022081375,45224
illegal_parking0,0,18,1,12,500,35611,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_18-00-00.mp4,1809.0694546699524,385
illegal_parking0,0,19,1,12,500,33298,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_19-00-00.mp4,1612.2122025489807,964
people_counting,0,17,1,24,500,77992,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_17-00-01.mp4,3908.81858086586,56899
illegal_parking0,0,20,1,12,500,31005,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_20-00-01.mp4,1601.810929775238,1288
illegal_parking0,0,21,1,12,500,22366,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_21-00-00.mp4,1255.0491354465485,546
illegal_parking0,0,22,1,12,500,15766,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_22-00-00.mp4,968.8544113636017,413
people_counting,0,18,1,24,500,71219,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_18-00-00.mp4,3037.055487394333,24998
illegal_parking0,0,23,1,12,500,13108,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_23-00-00.mp4,786.2636334896088,527
